AccountNumber BranchId GroupIds
ACC079e 549 38,24,37,9,43,30,53,10,23,8,15,31,49,5,2,18
ACC0390 482 0,50,33,10,23,27,51,39,4,17,25,30,35,2
ACC0207 192 45,27,2,35,37,41,30,5,53,13,12,26,1,49,19,43,29
ACC063 550 10,20
ACC01ce 173 1,16,39,4,18,8,14,38,41,19,7,12,42
ACC05f 241 54,8,3,44,36,21,23,16,12,48,15,40,27,51,38,24,41,19,0
ACC020f 124 13,44
ACC0652 246 43,44,8,24,39,7,9,27,31,3,47,17,2,52,35,53,29
ACC03df 400 13,43,53,20,29,41,54,23,39
ACC033e 536 35,8,1,42,28,9,0,4,36,24,21,33,16,26,45,48,32,25,49
ACC01fc 134 35,10
ACC06cc 188 52,10,49,12,43,22,39,16,30,26,34,21
ACC067 27 34,16,10,32,1,29,30,11,25,19,51,33
ACC0451 586 53,32,46,43,14,44,19,36,33,42,50,51,38,37,12,26,1
ACC0570 572 44,54,37,18,10,1
ACC02a1 131 5,39,11,12,38,1,8,44,49,17,22,24,4,26,28,45,50,2,3
ACC0635 43 34,17,47,21,14
ACC025f 495 3,33,48,7,19,46,14,17,53,54,4,1,45,16,12,42,31,25,22,44,13,21,11
ACC05c4 408 36,38,40,33,3,43,32,9,21,23,50,12,54,42,41,0,15,7
ACC028e 507 51,42,52,5,19,25,54,35,21,47,30,36,2,39,26,14,11,48,34,31,9
ACC07a5 24 23,10,20,28,46,47,25
ACC0542 248 0,45,4,29,10,46,12,49,43,5,22,30,16,50,44,37,41
ACC0193 394 40,48
ACC0206 194 9
ACC02da 325 23,39,5,30,53,54,42,15,10,16,36,7,32,3,4,24
ACC0768 82 28,49,38,10,4,15,19,32
ACC024d 326 3,40,38,25,41,53,52,34
ACC0743 136 49,6,35,54,30
ACC029b 511 28,14,21,24,54,6,9
ACC0775 186 27,37,20,15,43,50,3,8,17,21,28,26
ACC0645 414 44,27,19,18,17,10,41,0,48,3,39,50,40,30,25,45,52,4,7,35,38
ACC042f 213 9,5,14
ACC0af 100 4,5,47,48,36,54,31,41,30,40,52,1,20,16,19,18,29
ACC0474 107 28
ACC0518 33 37,12,29,28,35,27,42,49,24,32,31,9
ACC0137 52 2,6,51,36,34,0,5,31,48,49,44,40,9,47,38,19,23
ACC032b 252 9,50,43,19,51,23,31,32,15,5,18,6,14,46,2,8,45
ACC05be 577 36,54,53,19,12,33,26,15,41,47,48,50,7,17,22,52,9,2,45,46,51,44
ACC021d 7 52,4,30,17,29,21,50,38,15,18,40,45,46,9,47,44,13,11,37,23,35,2,25
ACC0631 249 46,39,1,28,19,21,23,30,31,7,27,32,9,12,25,18,5,37,47,38
ACC040e 426 3,1,29,17,26,33,12,46,14,27,42,39,16,13,20
ACC012c 329 41,54,44,29,17,52,26,14,39,53,0,50
ACC04f4 246 54,33,39,4,28,11,16,23,51,36,47,8,21,45,2,35,27,1
ACC0387 595 12,5,41
ACC05f1 293 51,50,35,15,33,23,9,41,6,2,49,11,4,8,28
ACC01c0 36 19,51,18
ACC043e 466 49,24,44,9,2,38,41,52,17,31,42,36,45,26,35,0,20,29,33,6,5,51,4
ACC088 563 49,21,33,16
ACC051d 60 29,48,34,13,54,27,24,36,21,14,6
ACC063f 199 29,15,36,27,23,53,40,43,37,11,12,49,18,0,41,20,31
ACC017f 179 11
ACC034e 231 54,50,29,38
ACC045 383 39,54,27,28,44,24
ACC0489 181 24,51,29,7,9,32,26,48
ACC0417 415 19,28,12,17,27,35,30,14,38,3,26,1,42,16,0,25,10,39,5
ACC06f1 20 41,14
ACC04fd 116 53,5,22,21,42,12,35,54,23,11,41
ACC0131 107 38,21,26,51,35,54
ACC02b1 477 44,5
ACC05a4 103 54,3,8,26,52,25,4,23,36,5,49,39,6,42,30,27
ACC0108 77 49,5,51,21,38,9,10,7,19,36,46,16,1,33,52,11,37,54
ACC07a6 115 18,47,8,28,16,9,37,1,22,48,53,21,52,7,27,13,23,35,26,10,41,43,15,11
ACC0664 50 51,23,41,44,19,4,13,50,43,28,46,37,45,6,8,54,3,24,11,17,9
ACC0303 207 46,25,45,44,31,16,11,13,43,34,32,24,8,17,30,52,4,50,22
ACC030b 92 41,16,20,47,15,46,34,17,3
ACC05db 468 33,32,16,3,37,2,49,54,23,10,35,7,40,45,15,53,44,5,47,8,13,17,41,51
ACC0661 45 3,53
ACC0115 173 24,32,33,43,2,38,7,46,37,48,19,47,1,3,0,23,16,9,42,51,15
ACC040b 236 47,26,39,22,29,35,49,27
ACC01dc 116 11,30
ACC03c7 585 34,47
ACC05a1 497 54,15,8,19,26,44,18,33,23,9,24,38,45,10,27,13,43,40,51,34,53
ACC0119 295 40,29,50,30,39,48,3,42,15
ACC01a6 589 32,7,36,38,47,11,53,4,45,9,44,42,13,10,28,40,20,25,18,41,52,31,6,3
ACC05bb 475 42,6,49,33,1,21,26,10,27,36,8,29,23,34,30
ACC0e4 72 33,41,29,34,18,25,47,54,28,26
ACC0611 194 5,2
ACC0785 459 33,12,41,24,46,25,22
ACC06c3 373 30,54,53,23,41,36,2,9,15,37,3,47,42,8,29,46,10,22,16,0,35
ACC063e 24 53,43,11,20,6,14,4,0,19,36,33,48,29,15,39,23,21,13,47
ACC0671 596 51,49,50,9,16,19,35,3,33,8,26,32,37,47,38,20,31,1,10,45
ACC07b7 121 21
ACC075d 41 41
ACC071e 236 44,42,17,47,51,46,13,48,34,38,14,24,27
ACC023 566 15,38,40,48,32,14,10,13,31,52,49,9,46,5,24,39,51,8,25,50,23
ACC056f 586 13
ACC04a7 271 46,22,24,19,2,28,8,42,52,33,53,9,3,48,36,7,51
ACC04c5 562 36
ACC0742 375 20,8,41,48,1,45,14,7,13,40,26,25,39,23,12,4,11,29
ACC01c4 376 47,5,34,28,18,46,0,25,14,32,40,23
ACC0482 201 9,16,21,17
ACC0188 273 54,53,37,40,1,25,45,30,31,38,14,23,24,11,12,47,22,36,41
ACC0226 489 51,31,23,17,47,30,26
ACC066c 313 8,31,44,14
ACC04 435 5,35,7,37,46,0,12,27,10,49,16,22,36,48,20,25,32,31
ACC04e1 73 9,43,18,33,12,19,53,52,3,40,45,6,16,8,22,14,25,38
ACC06ee 197 5,12,51,27,11,48,15,19,53,4,26
ACC045c 132 20,27,40,26,43,49,12,54,28,14,11,2,30,8,3
ACC04f2 563 41,7,44
ACC0360 10 5,25,9,17,30,35,47,46,0,48,33,49,18,31,41,32,6
ACC06ed 99 0,18,33,15,47,8,39,29,50,54,34,20
ACC0189 132 48,24,1,32,37,6,9,15,28,33,53
ACC039f 336 9,10,3,20,32,7,48,54,28,47,5,42,15,4,43,22,46
ACC0717 514 9,40,4,19,5,29,24,54,37
ACC0587 439 26,48,49,15,22,21,40,44,46,9,38,30
ACC0318 538 4,49,5,45,24,47,28,6,26,2,12,13,22,39,37,43,11,52,38,44,1,8,33
ACC0702 191 18,15
ACC0b 538 8,17,1,43,50,48,39,27,19,26,45,7,12,31,34,37,6,15,13,16,5
ACC060c 251 42,6,9,8,3,23,24,44,4,38,54
ACC022a 183 39,36,47,8,51,15,0,5,7
ACC049b 406 14,48,25,24,23,29,40
ACC07c4 365 46
ACC0488 85 26,33,1,52,45,48,39,18,36,22,3,13,7,46
ACC05ee 348 4,48,37,8,31,30,22,10,51,5,44,7,14,1,20,23,9,41
ACC033f 61 26,40,15,29,36,3,53
ACC07bd 543 9,45,35,2,31,27,0,22,16,41,36,52
ACC013c 590 5,6,15,38,8,13,7,44,30,3,19,34,10,22,39,32
ACC04e4 384 19,38,41,42,24,8,28,33,22,52,18
ACC07d 163 31,34,46,37,10,18,5,26,15,7,47,51,20,40,24,2,50,19,32,17,9
ACC06a7 259 52,38,41,51,32
ACC0204 29 0,47,41,17,3,39,46,35,37,50,52,6,26,53
ACC0492 287 40,7,53,42,48,3,31
ACC01f8 397 45,35,6,10,50
ACC033a 317 15,29,6,19,21,34,25,52,50,20,23,30,36,31,48,27,1,10,43,16,28,8
ACC0763 415 19,1,36,41,28,11
ACC0707 341 0,43,39,13,27,2,29,12,48,49,51,9,25,3,40,54,21,26,37
ACC03a6 426 3,1,25,38,39,27,49,33,29,6,18,41,28,31,19,37,40,2,15
ACC01b9 576 15,52,39,49,51,21,2,44,19,0,30,17,13,41,16,54,26,48
ACC0180 280 28,11
ACC025a 102 28,27,29,43,14,50,51,18,34,17
ACC08d 399 39,5,37,20,19,31,28
ACC01b7 165 31,50,39,11,0,25,48,36,44,19,49,23
ACC0311 129 7,28,8,27,0,32
ACC07aa 130 46
ACC020a 28 34,48,6,9,22,17,13,19,10,50,39,25
ACC070c 484 52,8,1,18,0,31,7,22,10,26,13,30,5,48,37,23,9,43,40,2,47
ACC0f5 520 4
ACC09a 76 0,6,40,50,19,49,48,3,28
ACC0c8 220 46,13,38,23,15,48,10,42,54,45,12,0,16,21,33,17,32,30,34,7
ACC02ef 259 25,16,7,50,9,35,45,3,54,6,18
ACC041b 378 0,48,20,27,42,7,1,52,21,38,3
ACC05a 92 34,33,28,32,50,21,4,9,53,26,2,16,15
ACC065a 461 26,53,28,12,22,8,9,44,27,45,2,5,52,7,33,48,23,54
ACC05ab 217 9,34,5,23,41,2,46,18,50,38,32
ACC0539 326 14,11,4,32,13,22,26,17,3,40,51,36,44
ACC046a 58 47,11,18,22,7,21,42,23,20,12,9,52,27,17,43,25,41,0
ACC02d1 539 12,35,38,23,1,37,31,6,26,47,40
ACC02ba 269 40,9,27
ACC076e 425 42,52,29,17,49,46,27,51,48,20,16,23,33,50,28,6
ACC0644 397 44,29,48,50,35,54,47,2,3,1,16,18,24,27
ACC01b6 522 14,41,42,3,1
ACC0fd 103 28,33,6,7,27,14,50
ACC077b 224 40,39,22,51,16,45,30,1,44,29,48,28,12
ACC0604 471 39,8,3,30,5,2,32,29,1,48,13,19,12,15,50,36,18,6,38,16,10,14
ACC04d4 199 51,39,16,7,17,13,3,50,22,12
ACC0757 589 30,10
ACC076f 404 39,45,34,44,7
ACC04b 324 42,20,30,28,16,21,19,47,22,25,27,50,54,45
ACC0291 408 49,45,32,28,39,29
ACC061c 96 53,28,42,43,2,25,47,37,41,49,9,1,38
ACC026e 314 14,49,31,38,46,32,39,33,1,29,3,11,2,23,6
ACC0c1 286 5,7,49,31,12,23,36
ACC0434 152 46,37,10,49,3,18,17,21,36,12,20
ACC0237 101 53,32,23,11,12,45,20,50,54,2,6,10,29,14,37,51,22,36,52,42,18
ACC05a2 202 0,19,34,27,46,41,45,32,18,52,23,39,35,42,8
ACC0159 54 25,13,9,4,39,54,17
ACC06d 294 18,32,41,34,46
ACC05a9 477 24,1
ACC04bf 35 6,28,50,23,44,13,48,1,9,21,34,46,37,15,22,26,39
ACC0790 12 19,11,14,3,21,8,31,12,39,38,54,1,29,51,2,25,42,23,52,48,43,30
ACC0588 368 4,17,44,31,27,21,52,25,30,7,32,23,2,29,39,33
ACC0324 386 5,24,17,40,2,37,22,21,53,41,19,18,10
ACC0198 457 21,25,24,27,8,15,54,18,14,7,36,37,20,29,32,42,30,35,44,28,26
ACC0118 134 47,38,43,19,18,22,39,42,33,10,3,29,41
ACC0218 271 21,51,42,30,37,47,24,41,2,19
ACC0282 584 0,46,8,21,54,22,40,24,48,38,35,19,7,4,23,34,31,1,36,51,5
ACC0185 413 38,14,50,21,17,32,42,20
ACC0350 13 3,45,21,15,30,10,20,38,17,12,29,18,19,6,0,31
ACC032d 496 29,34,14,19,49,52,24,45,0,33,9,15,43,7,28,13,48,16
ACC0581 115 19,21,11,33,24,36,4,9,14,41,23,3,15
ACC04d7 82 30,7,5,23
ACC025c 43 4
ACC06b0 376 46,50,6,44,51,19,15
ACC0685 514 19,39,25,33,28,27,9,23,21,47,0,20,34
ACC0d9 290 45,40,49,42
ACC03f5 360 32,37,13
ACC010a 24 51,24,34,52,41,30,42,28,13,33,2
ACC027b 456 16,9,28,48,50,21,19,3,26,5,25,34,31,30,13,49,41,8,36,7,51,33
ACC0527 8 37,50,36,8,15,16,25,43,39,26,0,6,31,4,14,2,11,33,54
ACC0593 559 22,46,44,3,5,16,11,17
ACC06e 466 47,24,26,3,17,9,5,27
ACC01f3 86 49,51
ACC0779 558 33,13,41,35,8,18,17,38,21,44,25,1,15,26
ACC012b 347 44,23,18,46,10,4,35,47,17,24,7,48
ACC0339 117 36,27,30,33,37,6,53,21,50,9,46,4,1,39,51,54
ACC051a 427 45,22,16,34,40,12,23,29,31,27,39,33,17,49,53,19,18,26,8
ACC03b3 172 41,18,23,33,12,34,7,3,37
ACC0740 114 0,10,45,4,16,32,13,19
ACC077f 71 3,31,33,20,49,34,36,15,1,51
ACC05ba 319 26,49,36,45,16,53
ACC03b 556 47,33,26,2,54,4,17,46,39,15,9,12,22,16,35
ACC0612 138 38,43,18,40,21,11,48,37,5,34,26
ACC0e2 230 39,36,4,53,30,6,15,41,22,54,3,47,26,5,32,12,11,8,43,14,31,0
ACC0195 178 19,23,14,42,37,3,8,7,48,18,28,38,39,43,50,47,12,31,54,17,1,5,29,16
ACC0298 544 54,50
ACC029f 189 5,20,0,43,1,51,52,31,7
ACC0722 531 42,52,3,0,51,1,39,37,25,12,17,13,33,43,41,40,5,4
ACC015f 174 32,37,31,10,40,11,53,23,42,50,47,13,28,2,52,21
ACC05aa 89 0,21,10,52,16,28,27,4,6,49,48,14,30,25,18,32,50,24,1,3,5,2,13,47
ACC0750 185 38,35,42,24,6,52,45,46,2,8,26,41,4,22,27,29
ACC03eb 243 22,0,53
ACC0613 15 51,23,31,44,1,41,0,49,5,18,10,13,3,33,48,47
ACC0176 403 14,41,49,25
ACC074d 408 26,51,29,20,6,43,40,23,44,25,48,35,17,27,12,10,24,36,53,4,13,54,46,21
ACC06e5 581 30,28,3,34,54
ACC0169 534 34,38
ACC0106 340 6,17
ACC075b 560 45,34,4,14,52,17,1,10,23,3,46,12,35,33,44,11
ACC0569 485 34,53,48,7,36,45,19,17,11,42
ACC0528 79 44,1,2,7,21,27,45,20,19,40,23,3,42,9
ACC0615 245 17,32,12,46,8,37,21,16,34,38,43,5,27,19,0,41,53,48,39,54,51,47,2,40
ACC01ba 442 4,33,38,21,3,22,43,42,13,41
ACC0236 169 49,8,45,38,44,35,37,41,19,2,25
ACC066b 86 10,37,54,11,31,38,44,53,40,43,18,27,14,25,1
ACC0244 111 15,51,33,22,42,52,54,0,39,50,18,46,25,24,5,40,28,13,31,45,20
ACC027d 54 36
ACC04f 545 19,2,38,7,16,6,51,44,18,47,22,9,23,46,17,35,11,54,8,33
ACC02d2 283 3,6,4,22,17,18,32,38,24,23,31,20,42,44,41,26,47
ACC0428 494 7,38,14,54,37,23,24
ACC07c0 288 31,4,44,28,37
ACC02b2 291 15,48,2,25,33,52,1,13,31,51,54,12,27,0,3,4,34,29,16,28,32,5
ACC078d 345 34,15,27,54,12,51,24,4,52,31,22,7,13,41,28,6,9,2
ACC01bc 471 3,35,54,16,34,45,19,27,10,39,8,51,33,0,50,32,2,22,43,14
ACC044e 160 2,8,7,46,44,32,10,16
ACC05b 37 45,3,38,41,4,50,10,11,6,53,0,44,47
ACC04fc 120 48,38,53,17
ACC058a 205 6,18,33
ACC05ff 353 0,2,8,33,22,49,27,29,32,19,12,17,3,41
ACC032f 174 27,19,42,15,39,46,45,6,2,33,34,11,10,48,44,41,35
ACC02b 312 29,41,12,5,34,3,19,4,51,6,2,16,7,52,9,48,39,54,15,0,23,33,11
ACC074f 493 4,21,33,24,45,16,7,35,18,34,43,38,3,40,37,8,32,0,26,28
ACC066e 382 27,54,3,45,14,1,19,40,52,50,12,31,53,42,17
ACC014c 89 10,11,15,19,3,8,26,16,51,50,54,40,36,42,25,4,23,47,44,7,13,14,6,1
ACC04cb 209 46,33,2,22,36,20,43,4,31,28
ACC035 8 49,37,1,10,6,39,26
ACC047b 244 35,25,3,53,48,33,24,51,31,6,9,54,11,20,50,32,7,43,16,18,4,26,36,1
ACC04c 227 52,4,32,16,42,26,54,19,36
ACC09f 209 5,8,6,25,40,15,7,10
ACC0276 565 12,28,30,44,49
ACC0da 5 35
ACC02c3 291 17,48,22,21,36,10,4,18,3,44,15,52
ACC0288 433 54,4,17,3,6,2,51,32,44,30,12,15,39,26,37,43,21,50,41,5,0,19,48,1
ACC0270 581 25,12,29,21,15,6
ACC046f 176 38,45,8,2,4,7,32,46,29,20
ACC01bf 355 44,12,33,13,47,17,23,0,35,52,9,8
ACC0654 568 48,2,19,13,11,51,5,29,4,28,31,39,43,3,37,46,52,47,8
ACC028d 217 14,8,16,3,25,44,52,37,54,33,30,1,4,18,21,29,28,5,47,24,39
ACC04c9 531 48,2,18,8,45,14,11,49,27,37,23,34,46
ACC0330 334 48,34,52,9,22,16,17,51,15,8,21,2,36,12,27
ACC02bb 356 21,49,53,15,40,7,31,42,6,54
ACC02ff 289 16,11,15,1,27,25,21,45,10,28,52,8,4,41,12,18,36,5,17,38,46,48,33,3
ACC018e 243 47,43,28,15,41,49,23,6,11,42,18,2
ACC011a 370 2,40,39,21,30,23,50,8,25,29,9,15,47,54,3,35,13,6,36,43,46,12
ACC05e4 428 38,13,49,15,20,4,54,9,51,5,37
ACC02ce 109 36,41
ACC06d4 209 18,12,43,21,44,10
ACC0441 28 21,13
ACC0453 292 15,29,47,48,23
ACC0780 491 47,45,35,6,36,5,46,52,27,12,28,2,3
ACC055 505 50,17,23,28,45,48,9,49,1,18
ACC05a0 447 29,4,5,13,41
ACC0508 260 20,25,54,33,5,3,0,26,6,8,48,37,15,27,38,50,32,44,36
ACC017 297 52
ACC0301 445 20,6,36,15,44,24,23,13,29,5,4,9,49,28,16,45,38,26
ACC0184 375 38,29,42,5
ACC016 183 24,6,16,9,23,0,42,17,27,38,53,46,31
ACC024f 206 14,18,44,9,29,50,54,37,13,48,7,35,52,2,33,32,25,40
ACC0346 117 20,17,27,45,6,1,25,37,42,48,30,50,26,15,44,35,46,38,0
ACC0225 27 39,41,17,2,49,3,14,38,18,45,43,21,37,51,13,0,15,10,8,28,1,34,27,24
ACC03f9 148 11,48,21,5,10,24,37,20
ACC05ca 151 18,1,21,7,28,34,23,31,42,47
ACC013e 422 7,17,49,3,34,11,40,25
ACC0240 116 42,30,50,36,13,31,5,33,35,38,37,48,1,0,18,25,7,21
ACC01f1 598 14,49,50,26,42,0,18,39,7,33,29
ACC0585 79 43,53,10,23,18,26,14,17,4,19,7,11,5,13
ACC0179 288 34,35,27,2,41,18,21,43,14,5,40,51,11
ACC03f3 578 36,33
ACC050 133 28,10,19
ACC0200 46 40,42,18,25,2,36,33,12,44,32,20,26
ACC042e 354 26,36,52,11,28,35,24,18,1,23,16,43,38,40,5,9,29,30,20
ACC034d 171 15,43,34,32,25,1,3,27,7,16,6,0,53,50,2,28,45,30,47
ACC01c7 562 0,44,3,52,7,18,47,38,15,25,20,8,41,45
ACC06ba 400 49,41,29,6,35,37,27,25,20,0,50,42,18,24,11,32,34,21
ACC0749 452 43,3,2,50,10,0,34,27,48,21
ACC02e8 97 36,34,1,31,13
ACC041 512 30,52,36,46,23,31,49,9,48,44,27,7
ACC019f 75 35,53,50,13,10,36,0,27,26,49,45,8,29,44,33,31,51,30
ACC03fb 473 28,30,22,7,33,40,14,25,50,41,34
ACC0294 193 44,20,8,2
ACC0ea 177 51,49,20,13,7,40,6,34,33,23
ACC09e 365 48,19,43,39,15,53,17,14,54,45,13,33,35,30,34,26,18,4,10
ACC07cd 240 54,32,20,28,26,38
ACC030f 201 6,11,31,44,23,1,43,20,41,22,29,21,30,35,12,7,26,49,48,28
ACC01 323 38,18,42,43,45,37,24,11,54,12,6,5,3,14,10,40,4,2,27,39,13,44,28,41
ACC05c8 160 11,44,41,16,51,17,7,2,10,5,3
ACC028 208 52,31,23,6,17
ACC05f5 10 36,24,35,10,38,1,12,4,31,0,33,2,15,26
ACC07ce 567 21,24,28,25,29,30,4,46,38,31,8,14,17,37,18,15,16,40,42
ACC01bb 599 31,12,17
ACC057 473 13,52,53,41,16,11,24,32,25,37,23,51,1,49,33,2,7,0,42,48,20,34
ACC0217 124 37,48,39,22
ACC026d 165 12,40,9,51,47,11,54,53,1,13,36,28,44,49,15,50,2,27,8,37,30,35,18
ACC0129 411 8,36,52,5,28,50,1,30,25,47,49,6,34,24,11,20,7,23,14,9,46,19,38
ACC013 359 25,18,29,20,31,21,39,23,17,24,35,32,2,51,5,49,19,42,26,12,30,15,46
ACC012a 373 40,49,37
ACC0776 378 1,17,12,18,44,26,14,24,0,47,48,21,34,31,10
ACC0361 483 52,53,25,34,43,12,1,49,21,23,14,10,3,50,47,24,15,9,35,4,45,44,6
ACC0484 496 1,6,5,32,44,3,47,41,9,11,34,10,38,8,30,27
ACC0395 551 32,44,21,22,52,6,12,14,13,48,47,2,35,17,28,7,11,43,20,26
ACC0516 374 8,42,21,5,4,48,49,0,27,31,41,9,28,52,26,23,24,6,18
ACC02bf 66 7,16,21,34
ACC0e5 486 9,15,25,7,12,8,6,22,52,21,37
ACC050c 500 29,45
ACC05c2 593 35,24,32,37,13,12,26,29,5,33
ACC079a 272 0,20,19,44,45,8,36,52,31,47,46,14,54,6,50,9,26,24,10,15,3,23,4
ACC04ea 2 27,43,9,19,31,33,12,24,8
ACC042d 172 43,52,14,10,20,32,44,37
ACC03f0 380 51,24,16,44,5
ACC0523 269 22,28
ACC02fe 99 39,2,44,21,31,42,50,28,34,45,40,52,36,37,29,10,1,12,51,15,6
ACC0175 556 25,29
ACC0686 388 35,13,36,16,4
ACC070 401 37,35,4,2,43
ACC0354 573 33,9,1,10
ACC067c 591 10,44,33,23,5,38,37,0,7,3,42,13,39,30,45,52,28,21,6,29,47,14
ACC0578 420 49,25,31,38,39,0,30,6,22,33,41,24,16
ACC01c8 311 35,39,40,41,12,16,14,11,13,30,8,33,51,1,32
ACC03e3 345 19,52,35,36,27,21,32,7,37,25,47,44,45,18
ACC05e7 430 0,46,54
ACC0783 78 11,10,38,47,50,54
ACC03d6 86 36,32,10,5,42,11,19,54,47,17,23,6,12,28,35,37,0,30,52,14,53,40
ACC0592 255 34,12,8,41,26,37,6,50,17,36,0,3,21,49
ACC034b 504 26,0,49,1
ACC046d 7 10,8,25,45
ACC0703 329 44,28,1,45
ACC0646 441 50,49,46,40
ACC0648 106 48,16,31,11,6,23,0,41,36,3,8,12,52
ACC06a0 172 8,6,4,7,0,30,32,23,45,39,28,46
ACC06e9 532 7,38,39
ACC0c6 353 3,52,28,21,44,29,27,8,4,47,18,19,15,0,1,37,30,40,42,9,22,17,24,2
ACC0216 375 15,4,0,34,33,43,12,42,21,1,50
ACC0bd 561 26,5,50,43,20,39,7,32,4,46,51,54,31,16,25,36,30,52,38,40,42,53
ACC069f 526 17,44,49,21,39
ACC03b0 234 19,50,28,37
ACC03cf 65 7,47,18,16,13,51,3,42,9,26,1,0,2
ACC031f 257 7,13,26,11,8,36,20,37,25,42,48,18,41,5,31
ACC04ef 290 40,15,37,20,6,32,31,11,53,8,52,42,9,19,41
ACC07ab 242 37,5,44,54,19
ACC074c 273 42,52,39,8,13,44,21,29,26,33,6,51,5,46,36,30,41,10,43,16,53,48,0,38
ACC052f 272 27,50,33,45,9,24,28,23,52,11,48,39,8,43,12,54,4,36
ACC0269 596 29
ACC043 136 3,24,16,23,29,2,7,37,30
ACC068a 511 4,13,37,54,38,5
ACC04d 295 30,46,25,7,51,2,37,47,31,5,45,10,20,11
ACC0110 75 24,16,40,34,54,52,23,6,18,12,44,0,20,11,21,22,46,35,41,26,27
ACC055a 285 31,23,2,16,46,45,53,7,48
ACC06f4 153 36,22,16,42
ACC03be 272 46,9
ACC04aa 549 35,26,39,18,40,23,20,44,21,54,46,49,48,11,16,10,24,41,8,5
ACC02f 158 48,26,2,31,51,35,45,42,44,11,23,8,30,6,12,34,41,18,3,10,29
ACC03ba 458 51,23
ACC0483 39 10,20,18,51,39,3,52,17,36,48,29,44,26,14
ACC03c9 435 53,12,16,0,22,39,6,36,32,38,43,25,17,49,35,54,30,31
ACC09b 112 11,22,25,47
ACC036e 550 46,36,49,28,7,25,17,14,19
ACC035e 213 27,33,0
ACC0663 555 26,12,9,47,29,53,20,40,16
ACC0a7 120 29,23,20,15
ACC0368 14 11,4,6,42,47,25,24,5,9,7,37,36,12,51,8,33
ACC0a9 115 41,39,19,33,20,38,32,22
ACC0f8 56 35,17,37,54,32,53,7,36,9,41,47,14,0,8
ACC0a1 88 21,14,41,44,49,38,45,35,42,10,16,18,43,6,24,53,46,52,50,37
ACC0205 246 42,51,43,22,15,0,16,28,44
ACC0525 594 42,31,26,11,35,45,49,51,30,34,38,1,25,40
ACC069e 277 1,10,28,15,27,47,30,13,34,17,20,35
ACC04d6 326 32,13,8,16,9,52,14,0,15,29,17,54,18,49,41,48,11
ACC01c3 579 21,53,26,8,39,36,12,45,49,30,20,9,35,23,46,31,33,40,24
ACC091 188 15,34,18,14,11
ACC0160 107 46,40,26,16,37,15,6,3,11,42,41,38,23,1,31,14,13,45,39,22,10,27,44
ACC0667 109 30,43,50,6,44,36,21,8,53,46,13,17,26
ACC0296 391 5,45,21,51,19,26,49,40,3,20,50,16,4,42,10,48,28,54,2,39,24,25
ACC05f8 549 0,51,54,13,46,43,53
ACC0116 430 42,22,25,31,19,8,7,1,16,33,36,39,46,51,4,29,35
ACC0524 457 6,15,12,17,22,36,14,0,35,46,29,42,37,1,23,32,52
ACC024a 547 48,23,22,51,43,18,7,31,15,34,6,20,54
ACC0373 261 47,21
ACC0435 362 30,19,28,32,16,10,8,25,51,23,2,15,35,9,7,48,22,6,38,47,24
ACC099 97 3,46,21,29,41,27,12,39
ACC049c 225 46,2,18,5,52,28,9,22,35,27,0,48,40,26,39,43,21,49,31,30,50,4
ACC0557 285 51,35,5,2,43,20,9,23,48,40,28,4,49,54,19,22,53
ACC067b 412 45,41,0,50,26,3,38,27,42,2
ACC03de 57 6,38,12,25,44,34,50,13,18,31
ACC0692 222 27,20,50,49,35,18,24,17,38,42,29,54
ACC04dc 327 47,26,12,4,44,53,9,36,15,49,16,42,2,54,22,21,38,35,28
ACC06b2 444 28,27,54,52,16,32
ACC05b5 182 25,29,4,8,54,32,42,15,52,44,34,16,48,53,10,26,5,13,38,24,22,14,1,36
ACC014a 232 34,48,53,28,36,22,27,47,41,3,13,54,20,25,32,35,2,1
ACC0767 79 8,46,5,2,14
ACC065d 7 5,33,35,2,50,17,9,46,19,1,51,36,24,53,43,25,27,0,12,7,26,37,13
ACC0725 5 48,54,32,23,17,52,40,11,39,22,49,26,1,28,42,21
ACC0293 17 23,18,22,5,49,20,33
ACC024c 129 7,13,29,30,31,32,5,33,35,36,18,42,26,51,23,2,12,48,44,37,47,53
ACC02b4 491 46,34,45,7,32,50,54,30
ACC0182 428 25,0,24,7,3,18,17,31,52,49,38,41,33,46,32,22
ACC024 481 50
ACC03fc 143 27,33,7,15
ACC078c 581 23,10,43,20,14,4,44,35,30,17,28,27,1,19,6,2,31,32,5,15,47,39,37,12
ACC03b9 9 20
ACC0181 480 40,7,17,15,31,43,34,27,26,25,49
ACC01b4 104 11,47,8,43,29,44,39,50,24,52,17,28,13,37,49
ACC01eb 318 41,30,44,9,5,17,25,4,14,28,12
ACC01e3 143 41,6,29,26,30,39
ACC02e9 289 3,23,11,12,1,7,31,48,54,38,16,50,26,39,14,44,6,8
ACC0a0 444 49,13,37,16,11,0,48,47,41,5,22,34,7,27,51,28,53,38,39,19,15,2,25
ACC0633 142 6,4,12
ACC04ad 343 51,1,47,46,28,5,49,41,33,50,22,31,4,43,32,44,52,24,29,19,9
ACC059 494 38,35,2,5,39,25,16,1,30,3,27,46,19,21,32,36,48,34,23,4
ACC0503 115 12,5,54,46,1,21,17,45,14,40,37
ACC07bf 395 30,11,45,15,35,1,25,49,4,38,27,24,17,0
